internal_id,Award ID,Recipient Name,Award Amount,Total Outlays,Description,Contract Award Type,def_codes,COVID-19 Obligations,COVID-19 Outlays,Infrastructure Obligations,Infrastructure Outlays,Awarding Agency,Awarding Sub Agency,Start Date,End Date,recipient_id,prime_award_recipient_id,awarding_agency_id,agency_slug,generated_internal_id
93246890,HQ014719C0005,NOC,393623492.59,12128222.8,TYPE 4 SUBSCALE TARGETS,DEFINITIVE CONTRACT,"['N', 'Q']",0.0,0.0,,,Department of Defense,Missile Defense Agency,2019-09-20,2027-09-19,3ae62382-e723-2359-a5c9-5c26f274b88c-C,,1173,department-of-defense,CONT_AWD_HQ014719C0005_9700_-NONE-_-NONE-
93634580,HQ072719F1423,NOC,37703263.0,,ENGINEERING SERVICES: KC-135 LARGE AIRCRAFT INFRARED COUNTERMEASURES (LAIRCM) GENERATION 3 (G3) POD LIMITED PRODUCTION AND UPGRADE PROGRAM,DELIVERY ORDER,,,,,,Department of Defense,Defense Microelectronics Activity,2019-09-24,2024-01-31,e398bb29-99aa-01cc-549d-c40fc7d84e10-C,,1173.0,department-of-defense,CONT_AWD_HQ072719F1423_9700_HQ072716D0004_9700
84222250,N0001919F2698,LMT,530212325.0,0.0,USAF F-35A AME,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Navy,2019-01-22,2024-12-31,6cf5fb1b-4988-d087-5dc1-70939d8fc6c4-C,,1173.0,department-of-defense,CONT_AWD_N0001919F2698_9700_N0001919D0015_9700
86789397,47QFNA19F0088,PSN,48811889.86,649264.54,COCOM CYBER MISSION SUPPORT CCMS,DELIVERY ORDER,['Q'],,,,,General Services Administration,Federal Acquisition Service,2019-09-28,2020-09-27,cb0d434a-9ad7-93b5-09dc-6067d8c45d71-C,,614,general-services-administration,CONT_AWD_47QFNA19F0088_4732_47QTCK18D0052_4732
84969699,W909MY19F0029,CMI,52811166.0,,AMMPS DELIVERY ORDER #3 (W909MY19F0029),DELIVERY ORDER,,,,,,Department of Defense,Defense Contract Management Agency,2019-03-18,2022-08-31,9e483c5d-7352-28b3-89dd-33052a121331-C,,1173,department-of-defense,CONT_AWD_W909MY19F0029_9700_W909MY18D0033_9700
80524128,75FCMC19F0044,GD,313975371.23,169708272.58,IGF::OT::IGF BENEFITS COORDINATION&RECOVERY CENTER (BCRC),DELIVERY ORDER,['Q'],,,,,Department of Health and Human Services,Centers for Medicare and Medicaid Services,2019-05-09,2024-05-08,455555be-773d-eab1-1e6b-7b94400b757e-C,,806,department-of-health-and-human-services,CONT_AWD_75FCMC19F0044_7530_GS00Q14OADU116_4732
82553463,W91CRB19F5099,LHX,50953343.0,,"COUNTRY DIRECTED, SOLE SOURCE PROCUREMENT FOR HARRIS RADIOS AND SERVICES FOR THE COUNTRY OF CZECH REPUBLIC; FMS: EZ-B-UEJ, ARP: AE19020.",DELIVERY ORDER,,,,,,Department of Defense,Department of the Army,2019-05-07,2022-09-28,fe1273eb-82d1-0fbe-536c-7bb59157c827-C,,1173,department-of-defense,CONT_AWD_W91CRB19F5099_9700_W91CRB16D5006_9700
84647974,140D0419F0304,CACI,104285464.08,101895169.95,BIO FBMS SUPPORT SERVICES,DELIVERY ORDER,['Q'],,,,,Department of the Interior,Departmental Offices,2019-08-01,2024-07-31,28eee911-76af-7147-f760-4ec5f90bec2d-C,,209,department-of-the-interior,CONT_AWD_140D0419F0304_1406_140D0419D0007_1406
89839469,N6426719F3008,CACI,62302929.75,4754713.89,ENGINEERING ASSESSMENT SUPPORT SERVICES,DELIVERY ORDER,"['N', 'Q']",-339623.88,234377.31,,,Department of Defense,Department of the Navy,2019-08-01,2024-09-30,4763c991-6108-3b12-d5e3-f29d6935270b-C,,1173,department-of-defense,CONT_AWD_N6426719F3008_9700_N0017804D4026_9700
77335614,36C10B19N0007,ORCL,37672578.26,,"IGF::OT::IGF - TASK ORDER FOR TECHNICAL BASELINE ANALYSIS, DESIGN AND DEVELOPMENT SERVICES FOR THE VA EHRM SOLUTION. THIS TASK ORDER INCLUDES BUT IS NOT LIMITED TO: PROJECT MANAGEMENT, ADHERENCE TO ENTERPRISE TECHNICAL PLANS AND STRATEGIES, TECHNICAL TRAINING PLANS AND MATERIALS, REQUIREMENTS ANALYSIS, HEALTH INFORMATION EXCHANGE / VETERAN HEALTH INFORMATION EXCHANGE MODIFICATION, FORWARD-DEPLOYED HARDWARE, VA-SPECIFIC FUNCTIONALITY INTEGRATION, ADDITIONAL TECHNICAL SUPPORT.",DELIVERY ORDER,,,,,,Department of Veterans Affairs,Department of Veterans Affairs,2019-02-04,2021-05-31,9232b26d-789d-bdd2-5a6d-28714f1dfa2c-C,,561.0,department-of-veterans-affairs,CONT_AWD_36C10B19N0007_3600_36C10B18D5000_3600
84477208,N0002419C4109,LMT,42436322.27,,DDG-51 ENGINE CONTROLLERS,DEFINITIVE CONTRACT,"['C', 'Q']",,,,,Department of Defense,Department of the Navy,2019-04-19,2026-10-14,ea75ddee-2d00-ac7f-5e72-6f42d7c88c8c-C,,1173.0,department-of-defense,CONT_AWD_N0002419C4109_9700_-NONE-_-NONE-
93650496,N0001919C0081,LHX,27635658.48,0.0,DISTRIBUTED TARGETING SYSTEM (DTS) MASS STORAGE UNIT (MSU) AND BULK DATA CARTRIDGE (BDC),DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Department of the Navy,2019-09-25,2024-09-30,8cdf9a30-6987-41a0-fdc4-f48e1b88b1bf-C,,1173,department-of-defense,CONT_AWD_N0001919C0081_9700_-NONE-_-NONE-
93002395,W31P4Q19F0565,LMT,30580692.6,0.0,THIS CONTRACT IS FOR PATRIOT ADVANCED CAPABILITY-3 (PAC-3) MISSILE SUPPORT CENTER (P3MSC) FOR THE US AND FOREIGN MILITARY SALES (FMS) CUSTOMERS.,DELIVERY ORDER,,,,,,Department of Defense,Department of the Army,2019-09-12,2025-03-31,779b3e3e-364f-7cbc-28a4-a2b4484b86f4-C,,1173,department-of-defense,CONT_AWD_W31P4Q19F0565_9700_W31P4Q17D0026_9700
84032009,FA890319F0087,ACM,92413197.07,,REPAIR TAXIWAY BRAVO AND HOT CARGO PAD AT WAKE ISLAND,DELIVERY ORDER,,,,,,Department of Defense,Department of the Air Force,2019-02-08,2021-06-08,f63294fa-1c03-5fc0-2d13-0b14aeb5d6a7-C,,1173,department-of-defense,CONT_AWD_FA890319F0087_9700_FA890317D0035_9700
86746974,15DDHQ19F00001734,MSI,28122301.53,29043223.57,MAINTENANCE AND INSTALLATION SERVICES,DELIVERY ORDER,['Q'],,,,,Department of Justice,Drug Enforcement Administration,2019-09-28,2024-09-27,0ec2982e-1af5-7c07-1267-43ca6833f333-C,,252,department-of-justice,CONT_AWD_15DDHQ19F00001734_1524_70B04C19D00000035_7014
92510665,W31P4Q19F0614,NOC,28669559.0,0.0,HARDWARE FOR THE HUNTSMAN SECURE NETWORK RADIO.,DELIVERY ORDER,,,,,,Department of Defense,Department of the Army,2019-08-30,2021-09-30,e68195c5-489b-6025-5dd1-0d0b9c66a757-C,,1173,department-of-defense,CONT_AWD_W31P4Q19F0614_9700_W31P4Q19D0041_9700
76715253,47QFDA19C0002,BK,97962566.4,,"HOSTING MIGRATION; POOL PROCESSING AGENT / CENTRAL PAYING AND TRANSFER AGENT (PPA/CPTA), AND OPERATIONS AND MAINTENANCE SERVICES IN SUPPORT OF THE GOVERNMENT NATIONAL MORTGAGE ASSOCIATION (GINNIE MAE)IGF::OT::IGF",DEFINITIVE CONTRACT,['Q'],,,,,General Services Administration,Federal Acquisition Service,2019-01-01,2021-02-28,cd0f60ee-dbea-73b6-fb91-369921391557-C,,614,general-services-administration,CONT_AWD_47QFDA19C0002_4732_-NONE-_-NONE-
85430861,W900KK19F0117,LMT,33906473.35,0.0,"ARMY TRAINING AIDS, DEVICES, SIMULATORS AND SIMULATIONS (TADSS) MAINTENANCE PROGRAM (ATMP) AWARD OF TASK ORDER 0210.",DELIVERY ORDER,"['N', 'Q']",15394.61,0.0,,,Department of Defense,Department of the Army,2019-07-01,2021-05-28,ea75ddee-2d00-ac7f-5e72-6f42d7c88c8c-C,,1173.0,department-of-defense,CONT_AWD_W900KK19F0117_9700_W900KK18D0018_9700
86838016,75N94019C00013,LDOS,197904803.33,135150755.7,THE PURPOSE OF THIS CONTRACT IS TO PROVIDE THE OFFICE OF EXTRAMURAL RESEARCH WITH AGILE SOFTWARE DESIGN AND DEVELOPMENT SUPPORT.,DEFINITIVE CONTRACT,['Q'],,,,,Department of Health and Human Services,National Institutes of Health,2019-09-30,2024-06-28,876f1621-8b69-d47c-7fa6-933c63b9da44-C,,806,department-of-health-and-human-services,CONT_AWD_75N94019C00013_7529_-NONE-_-NONE-
88351143,N0003019C0015,NOC,402772200.17,13435872.45,UK09 DREADNOUGHT HARDWARE PRODUCTION,DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Department of the Navy,2019-03-12,2026-09-30,e5a4578f-af26-a940-ae73-aac74a0863aa-C,,1173,department-of-defense,CONT_AWD_N0003019C0015_9700_-NONE-_-NONE-
93654488,N0001919F4233,LMT,176543906.0,0.0,LOTS 12 AND 13 GEN 3 HEAVY HMDS,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Navy,2019-09-25,2024-12-31,6cf5fb1b-4988-d087-5dc1-70939d8fc6c4-C,,1173,department-of-defense,CONT_AWD_N0001919F4233_9700_N0001919D0015_9700
81342293,HQ014719C0004,BA,4352799781.8,250777959.3,GBI/AUR PROGRAM MANAGEMENT/SYSTEMS ENG,DEFINITIVE CONTRACT,"['N', 'Q']",32006916.19,89777282.16,,,Department of Defense,Missile Defense Agency,2019-03-18,2024-12-20,3632dc26-45b8-9d0e-1128-63e866708c8f-C,,1173,department-of-defense,CONT_AWD_HQ014719C0004_9700_-NONE-_-NONE-
92627456,N0001919C0074,LMT,644399571.0,27515682.31,ST/STE,DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Department of the Navy,2019-09-10,2027-07-30,6cf5fb1b-4988-d087-5dc1-70939d8fc6c4-C,,1173,department-of-defense,CONT_AWD_N0001919C0074_9700_-NONE-_-NONE-
83966965,FA862019F4836,LHX,47730989.0,,BIG SAFARI,DELIVERY ORDER,,,,,,Department of Defense,Department of the Air Force,2019-03-27,2026-12-30,9a8e6a0a-4913-b84b-e426-8fdaeb54a427-C,,1173,department-of-defense,CONT_AWD_FA862019F4836_9700_FA862016G3027_9700
93229014,N0003919F0414,VSAT,27164802.0,0.0,MIDS-LVT(1) [BU2]  PRODUCTION UNITS,DELIVERY ORDER,,,,,,Department of Defense,Department of the Navy,2019-09-19,2025-01-31,3e01e0d6-80fd-1df8-fd7c-08efc2828a82-C,,1173,department-of-defense,CONT_AWD_N0003919F0414_9700_N0003915D0043_9700
89641547,HR001119C0033,LMT,56159097.0,6425800.32,DARPA RESEARCH PROJECT,DEFINITIVE CONTRACT,"['N', 'Q']",-3175800.32,6425800.32,,,Department of Defense,Defense Advanced Research Projects Agency,2019-07-23,2022-12-31,695d5739-ecc3-8484-ba2b-f9c8b4652a4a-C,,1173,department-of-defense,CONT_AWD_HR001119C0033_9700_-NONE-_-NONE-
82988944,N4008519F9952,DUK,63400710.2,20738243.0,"UTILITY ENERGY SERVICE CONTRACT (UESC) CAMP LEJEUNE, NC",DELIVERY ORDER,"['N', 'Q']",35781972.97,0.0,,,Department of Defense,Department of the Navy,2019-05-14,2026-01-30,80572241-dd00-5ff3-c437-3d34b7b239a5-C,,1173,department-of-defense,CONT_AWD_N4008519F9952_9700_GS00P14BSD1055_4740
87869445,FA852219C0003,LHX,71761512.0,,ENGINEERING SERVICES FOR LRU-2 AND LRU-3 REDESIGN,DEFINITIVE CONTRACT,,,,,,Department of Defense,Department of the Air Force,2019-05-14,2024-08-30,8beded26-8074-58f5-93e9-67ed780b7ac4-C,,1173,department-of-defense,CONT_AWD_FA852219C0003_9700_-NONE-_-NONE-
80711392,2032H519F00243,BAH,39781687.26,36366045.31,RFQ 8001 RRP LEGACY COMPONENTS,DELIVERY ORDER,"['O', 'Q']",120000.0,116333.7,,,Department of the Treasury,Internal Revenue Service,2019-04-15,2023-09-29,ffca72e5-fba2-798a-6969-2a6c45e9f985-C,,456,department-of-the-treasury,CONT_AWD_2032H519F00243_2050_47QTCK18D0004_4732
89717419,36C24919K0498,MCK,47062702.17,,"EXPRESS REPORT: PHARMACY PRIME VENDOR NCO 09 FY19 JUL 1, 2018 TO SEPT 30, 2019",DELIVERY ORDER,,,,,,Department of Veterans Affairs,Department of Veterans Affairs,2019-07-01,2019-09-30,b54de748-ee64-a1e6-546e-e7007b054797-C,,561,department-of-veterans-affairs,CONT_AWD_36C24919K0498_3600_VA797P12D0001_3600
87992892,N0002419C5200,RTX,418601936.39,40521435.88,COOPERATIVE ENGAGEMENT CAPABILITY DESIGN AGENT AND ENGINEERING SERVICES,DEFINITIVE CONTRACT,"['6', 'C', 'N', 'Q']",-4788318.32,1032535.46,,,Department of Defense,Department of the Navy,2019-05-08,2024-11-30,48b5678a-6704-3414-09de-c3abf9e7556e-C,,1173,department-of-defense,CONT_AWD_N0002419C5200_9700_-NONE-_-NONE-
93261492,SPRRA119F0357,BA,43014075.0,,SPARE PARTS,DELIVERY ORDER,,,,,,Department of Defense,Defense Logistics Agency,2019-09-20,2021-11-30,34db6aa4-6de2-9e0f-6ccb-8ba1fc9e4ba9-C,,1173.0,department-of-defense,CONT_AWD_SPRRA119F0357_9700_SPRPA118D002U_9700
78622500,19AQMM19F0913,CDW,340332328.47,158146886.64,MICROSOFT ELA,DELIVERY ORDER,['Q'],,,,,Department of State,Department of State,2019-03-01,2024-02-29,5f4e5d33-10ef-b0cc-1f33-8835b33808f1-C,,315,department-of-state,CONT_AWD_19AQMM19F0913_1900_NNG15SC28B_8000
90294212,N0002419C5603,LMT,299438024.2,15314335.33,SHIP SELF-DEFENSE SYSTEM (SSDS) COMBAT SYSTEM ENGINEERING AGENT (CSEA).,DEFINITIVE CONTRACT,"['N', 'Q']",-691979.11,40256.12,,,Department of Defense,Department of the Navy,2019-08-15,2025-12-31,d7df489c-5a15-3e1b-e7fa-0e93eb94a166-C,,1173.0,department-of-defense,CONT_AWD_N0002419C5603_9700_-NONE-_-NONE-
92392368,W52P1J19F0634,LMT,45420025.05,,PROCUREMENT OF MODERNIZED RADAR FREQUENCY INTERFEROMETERS FOR USG AND UNITED KINGDOM REQUIREMENTS IN SUPPORT OF THE APACHE PROGRAM OFFICE.,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Army,2019-08-27,2022-09-30,5ad7895c-192b-21cd-8baf-92c6dce0b593-C,,1173,department-of-defense,CONT_AWD_W52P1J19F0634_9700_W52P1J18D0061_9700
83670789,91003119F0338,NNI,32868403.95,39868403.95,MODIFICATION: THE PURPOSE OF THIS MODIFICATION IS TO PROVIDE FUNDING FOR TITLE IV AID SERVICING THROUGH APPROXIMATELY 12/15/2019.,DELIVERY ORDER,['Q'],,,,,Department of Education,Department of Education,2019-09-01,2019-12-15,cd787d0c-db43-3ebb-f395-dc3ed272e5e9-C,,1068,department-of-education,CONT_AWD_91003119F0338_9100_EDFSA09D0013_9100
86755340,75N98119F00013,BAH,110022818.4,94411644.93,US DEPARTMENT OF THE TREASURY OCIO WEB SHARED SERVICES - BOOZ ALLEN&HAMILTON BASE AWARD,DELIVERY ORDER,['Q'],,,,,Department of Health and Human Services,National Institutes of Health,2019-09-25,2024-07-29,ffca72e5-fba2-798a-6969-2a6c45e9f985-C,,806,department-of-health-and-human-services,CONT_AWD_75N98119F00013_7529_HHSN316201200008W_7529
81969611,FA862019C1001,NOC,32521447.74,,RELOCATION IN SUPPORT OF NATO AGS PROGRAM,DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Defense Contract Management Agency,2019-01-17,2022-10-31,430adedd-77f0-8e45-92fd-94ff073ca686-C,,1173,department-of-defense,CONT_AWD_FA862019C1001_9700_-NONE-_-NONE-
87771765,SPRPA119FCB04,RTX,36726622.31,,EU: ELECTRONIC UNIT,DELIVERY ORDER,['Q'],,,,,Department of Defense,Defense Logistics Agency,2019-05-20,2023-11-30,f5a16ae3-dea9-9665-e3ae-4580e21e57fc-C,,1173,department-of-defense,CONT_AWD_SPRPA119FCB04_9700_SPRPA119GCB01_9700
81607412,HC108419F0134,DRS,142044314.41,,MFOCS ORDER,DELIVERY ORDER,,,,,,Department of Defense,Defense Information Systems Agency,2019-03-28,2020-11-01,d2126cd6-57c0-413f-1983-5b4216598036-C,,1173,department-of-defense,CONT_AWD_HC108419F0134_9700_HC102818D0045_9700
88438349,N0038319F0BG5,GE,29986935.52,0.0,F414 GE DCS DELIVERY SURGE,DELIVERY ORDER,,,,,,Department of Defense,Department of the Navy,2019-07-17,2019-12-31,66092799-9c72-fde6-e008-9d381191aed2-C,,1173,department-of-defense,CONT_AWD_N0038319F0BG5_9700_N0038317DBG01_9700
89874382,FA852819F0037,LMT,37084173.0,0.0,A/C 1099 REBUILD,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Air Force,2019-08-02,2024-09-30,c798c2aa-022b-9a6f-21c5-8060af622f14-C,,1173.0,department-of-defense,CONT_AWD_FA852819F0037_9700_FA852819D0015_9700
93767807,FA867219F1101,RTX,99841642.0,4159270.36,SMALL DIAMETER BOMB II,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Air Force,2019-09-30,2029-12-31,01c4a3a3-b4c5-ce4e-822b-d17f09985001-C,,1173,department-of-defense,CONT_AWD_FA867219F1101_9700_FA867219D0001_9700
80351291,89303019FIM000025,ACN,93315090.62,68308670.63,"CID: 89303019AIM000005 MASTER TASK: TBD-IM60 ENTERPRISE OPERATIONS AND SHARED SERVICES POP: 12/3/2018 - 12/2/2023 BUSINESS SIZE: LARGE VENDOR: ACCENTURE FEDERAL SERVICES ADDRESS: 800 NORTH GLEBE RDSUITE 300 CITY: ARLINGTON,VA,22203 DUNS: 139727148 POC: TIMOTHY MURPHY PHONE: 571-414-2442 EMAIL: TIMOTHY.J.MURPHY@ACCENTUREFEDERAL.COM ALC:  TIN/EIN:  TAS: COR: GETTINGS,ROBERT  THE PURPOSE OF THIS REQUISITION IS TO ADD INCREMENTAL LABOR FUNDING IN THE AMOUNT OF $990,000.00 TO CBOSS ORDER IM-60 ENTERPRISE OPERATIONS AND SHARED SERVICES.  BPA CONTRACTING OFFICER'S REPRESENTATIVE IS ROBERT GETTINGS. ORDER LEVEL CONTRACTING OFFICER'S REPRESENTATIVE IS MEGAN AULT. PROGRAM OFFICIAL IS LORRAINE MOXLEY (#4609). SPECIALIST OFFICIAL IS COREEN LEONARD (#4301). DOE CONTRACTING OFFICER IS MIKE THOMEY. THE INVOICE APPROVING OFFICIAL IS MIKE THOMEY.",BPA CALL,"['N', 'Q']",69501.78,69501.78,,,Department of Energy,Department of Energy,2019-04-30,2023-04-29,d41a6b8a-9d6a-0d28-7e24-989e31731aad-C,,930,department-of-energy,CONT_AWD_89303019FIM000025_8900_89303019AIM000005_8900
79338387,89303019FIM000019,ACN,33903392.04,24223320.47,CBOSS BPA ORDER FOR PROGRAM INNOVATION AND INTEGRATION FOR THE U.S. DEPARTMENT OF ENERGY (DOE) OFFICE OD CHIEF INFORMATION OFFICER (OCIO),BPA CALL,"['Q', 'Z']",,,909.86,909.86,Department of Energy,Department of Energy,2019-03-26,2024-05-15,d41a6b8a-9d6a-0d28-7e24-989e31731aad-C,,930.0,department-of-energy,CONT_AWD_89303019FIM000019_8900_89303019AIM000005_8900
88106778,FA868219F1002,LMT,81555640.48,391683.26,SOLID ROCKET MOTOR AND BOOSTER VEHICLE,DELIVERY ORDER,"['N', 'Q']",-13341549.22,0.0,,,Department of Defense,Department of the Air Force,2019-04-30,2023-09-30,894dbedb-aca8-9b52-0a82-3b0fd8713b6d-C,,1173,department-of-defense,CONT_AWD_FA868219F1002_9700_FA868218D0003_9700
84065090,HC108419C0003,AVGO,80725839.03,33065358.4,CA SOFTWARE MAINTENANCE AND SUPPORT RENEWAL,DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Defense Information Systems Agency,2019-03-29,2024-03-30,31e6032f-fc55-8fb9-3a00-9172a505474c-C,,1173,department-of-defense,CONT_AWD_HC108419C0003_9700_-NONE-_-NONE-
89600188,N0003919F0342,VSAT,43377299.38,2717386.11,MIDS JTRS TERMINAL,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Navy,2019-07-19,2022-01-31,3e01e0d6-80fd-1df8-fd7c-08efc2828a82-C,,1173,department-of-defense,CONT_AWD_N0003919F0342_9700_N0003915D0008_9700
84642470,W56KGY19F0005,LMT,25344383.43,37442.6,AWARD FOR MULTI-MISSION RADAR IMPROVEMENTS TO THE AN/TPQ-53.,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Army,2019-04-04,2024-06-27,687c4cc7-53f1-d028-875d-2fc73de19122-C,,1173,department-of-defense,CONT_AWD_W56KGY19F0005_9700_W56KGY17D0005_9700
83843952,HC102819F0587,MSFT,28411360.76,,MICROSOFT CONSULTING SERVICE LABOR,DELIVERY ORDER,['Q'],,,,,Department of Defense,Defense Information Systems Agency,2019-06-06,2022-06-08,dd77b7c3-663e-cb91-229f-5766a50e9b7f-C,,1173,department-of-defense,CONT_AWD_HC102819F0587_9700_HC102817D0001_9700
87533285,FA248719F4707,BAH,30212068.33,1734514.86,TEST&EVALUATION TECHNOLOGIES FOR RANGES ARMAMENTS&SPECTRUM - STRATEGIC DEVELOPMENT PLANNING&EXPERIMENTATION,DELIVERY ORDER,"['N', 'Q']",4304893.44,1355295.02,,,Department of Defense,Department of the Air Force,2019-06-11,2025-12-31,ffca72e5-fba2-798a-6969-2a6c45e9f985-C,,1173,department-of-defense,CONT_AWD_FA248719F4707_9700_FA248718D4700_9700
81517427,FA822019F0004,BA,28103576.56,0.0,T-38C AVIONICS COMPONENT INTEGRATION AND CONTRACTOR LOGISTICS SUPPORT,DELIVERY ORDER,['Q'],,,,,Department of Defense,Defense Contract Management Agency,2019-04-01,2021-01-29,241d908a-e5e9-f275-b625-6b1f76859002-C,,1173,department-of-defense,CONT_AWD_FA822019F0004_9700_FA821116D0001_9700
79538045,12314419F0256,DELL,46798045.63,57355.39,USDA OCIO ENTERPRISE WIDE MICROSOFT SOFTWARE,DELIVERY ORDER,['Q'],,,,,Department of Agriculture,Office of the Chief Financial Officer,2019-04-12,2020-03-31,3612de0a-9635-3846-a5a1-7f555fba52df-C,,95,department-of-agriculture,CONT_AWD_12314419F0256_1205_GS35F0884P_4730
89526807,47QDCB19F0007,BAH,65753524.9,17443524.99,IT OPERATIONS AND MAINTENANCE FOR FEDERAL ACQUISITION CLOUD SERVICES.,BPA CALL,"['N', 'Q']",60000.0,550539.79,,,General Services Administration,Federal Acquisition Service,2019-09-27,2022-09-26,ffca72e5-fba2-798a-6969-2a6c45e9f985-C,,614,general-services-administration,CONT_AWD_47QDCB19F0007_4732_47QDCB19A0001_4732
