internal_id,Award ID,Recipient Name,Award Amount,Total Outlays,Description,Contract Award Type,def_codes,COVID-19 Obligations,COVID-19 Outlays,Infrastructure Obligations,Infrastructure Outlays,Awarding Agency,Awarding Sub Agency,Start Date,End Date,recipient_id,prime_award_recipient_id,awarding_agency_id,agency_slug,generated_internal_id
116229829,W58RGZ20F0414,LMT,32721741.56,,"&#57361 MODERNIZED RADAR FREQUENCY INTERFEROMETER (M-RFI) PRODUCTION, SUSTAINMENT HARDWARE, AND TECHNICAL, LOGISTICAL, TEST AND ENGINEERING SUPPORT ON THE APACHE HELICOPTER.",DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Army,2020-09-11,2024-10-31,5ad7895c-192b-21cd-8baf-92c6dce0b593-C,,1173,department-of-defense,CONT_AWD_W58RGZ20F0414_9700_W52P1J18D0061_9700
116115424,FA854020F0079,NOC,26720074.39,,LITENING TARGETING PODS,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Air Force,2020-09-08,2025-10-16,75dec7b1-56eb-4770-da4b-ac736121ab61-C,,1173,department-of-defense,CONT_AWD_FA854020F0079_9700_FA854019D0001_9700
107078683,FA863820C0046,MMM,125361885.0,18000000.0,COVID-19 DHHS - CAPACITY EXPANSION FOR US RESPIRATORY PROTECTION,DEFINITIVE CONTRACT,"['N', 'Q']",0.0,0.0,,,Department of Defense,Department of the Air Force,2020-05-01,2021-09-10,29ab01ce-ef72-15ef-b2db-c229f0c84471-C,,1173,department-of-defense,CONT_AWD_FA863820C0046_9700_-NONE-_-NONE-
98356003,W58RGZ20F0337,GE,53099687.0,,T700 REQUIREMENT:  THE PURPOSE OF THIS DELIVERY ORDER W58RGZ-20-F-0337 IS TO PROCURE 68 701D ENGINES IN SUPPORT OF ARMY PROGRAM FOR CY 2021 DELIVERIES.,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Army,2020-03-30,2021-10-31,66092799-9c72-fde6-e008-9d381191aed2-C,,1173,department-of-defense,CONT_AWD_W58RGZ20F0337_9700_W58RGZ15D0048_9700
97612703,W58RGZ20F0243,BA,45783845.18,,AH-64D/E APACHE AIRFRAME POST PRODUCTION SUPPORT SERVICES (PPSS) FOR QATAR ARMED FORCES (QAF) FLEET.,DELIVERY ORDER,,,,,,Department of Defense,Department of the Army,2020-03-01,2025-12-31,34db6aa4-6de2-9e0f-6ccb-8ba1fc9e4ba9-C,,1173,department-of-defense,CONT_AWD_W58RGZ20F0243_9700_W58RGZ20D0005_9700
97621468,N0042120F0054,BA,30174875.1,,TECHNICAL AND ENGINEERING SERVICES,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Navy,2020-03-01,2024-02-29,2e141abe-fe8f-7ddc-e6a3-8bb2165836be-C,,1173,department-of-defense,CONT_AWD_N0042120F0054_9700_N0042119D0001_9700
107702813,N0038320FWC00,RTN,46064991.7,,REPAIR OF 39 NIINS (SUBCOMPONENTS) OF THE ATFLIR SYSTEM.,DELIVERY ORDER,,,,,,Department of Defense,Defense Contract Management Agency,2020-05-07,2024-08-24,f5a16ae3-dea9-9665-e3ae-4580e21e57fc-C,,1173,department-of-defense,CONT_AWD_N0038320FWC00_9700_N0038320DWC01_9700
111654496,W911S020F0295,IBM,37942006.66,865310.6,AMRY LEARNING MANAGEMENT SYSTEM,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Army,2020-08-06,2025-04-13,6ffc4386-853e-ef89-67e8-22c28ddcf15c-C,,1173,department-of-defense,CONT_AWD_W911S020F0295_9700_W52P1J18DA032_9700
97558661,N0003920F0029,GD,91617823.13,4137029.54,"NSIPS SUSTAINMENT, O&MN",DELIVERY ORDER,"['N', 'Q']",19350626.38,3631420.65,,,Department of Defense,Department of the Navy,2020-05-16,2023-06-07,aa0ccf6e-1401-c3b6-4777-04eb4433f191-C,,1173,department-of-defense,CONT_AWD_N0003920F0029_9700_N0003914D0001_9700
107160585,W900KK20F0065,RTN,76144230.71,,"ENTERPRISE TRAINING SERVICES CONTRACT (ETSC)TASK ORDER TO PROVIDE EDUCATION, TRAINING AND KNOWLEDGE BASED SERVICES IN SUPPORT OF  AFGHAN AIR FORCE (AAF) PILOT TRAINING PROGRAM.",DELIVERY ORDER,,,,,,Department of Defense,Department of the Army,2020-05-01,2023-10-27,9a1a05d2-9e68-40ad-a50b-cbe6fff280a6-C,,1173,department-of-defense,CONT_AWD_W900KK20F0065_9700_W900KK18D0027_9700
98471266,FA877120F0002,GIB,52782825.71,10737962.61,DCAPES DEVELOPMENT AND SUSTAINMENT,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Air Force,2020-04-06,2025-04-05,d86df7af-f6c1-a07a-ccc4-ec74331bafc5-C,,1173,department-of-defense,CONT_AWD_FA877120F0002_9700_FA877112D1011_9700
124183196,W91QVN21F0023,KEP,31623570.85,,SUPPLY OF ELECTRICITY FOR USFK LOCATIONS,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Army,2020-10-26,2021-09-30,527acfe5-17c0-92fe-c427-2c1f83c1ae9f-C,,1173,department-of-defense,CONT_AWD_W91QVN21F0023_9700_W91QVN18D0008_9700
110179255,N0038320F0P64,GE,62984481.9,,F414 FS PBL DO FY20 Q4,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Navy,2020-07-01,2020-09-30,66092799-9c72-fde6-e008-9d381191aed2-C,,1173,department-of-defense,CONT_AWD_N0038320F0P64_9700_N0038318DP601_9700
149608977,SP060220FA004,VLO,42213884.6,,"14000000 USG OF TURBINE FUEL, AVIATION (JP8)",DELIVERY ORDER,,,,,,Department of Defense,Defense Logistics Agency,2020-08-13,2020-08-20,47c1ba83-c53d-4e92-e987-26c47ac8fb00-C,,1173,department-of-defense,CONT_AWD_SP060220FA004_9700_SP060220D0649_9700
126262050,N0003921F1014,GD,27995594.48,,MUOS GROUND SYSTEM SUSTAINMENT,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Air Force,2020-12-01,2022-11-30,f09ed3a7-cbd4-f4d6-046d-eb0780590412-C,,1173,department-of-defense,CONT_AWD_N0003921F1014_9700_N0003920D0146_9700
97686787,FA862020F4807,LHX,49340395.0,,BIG SAFARI,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Air Force,2020-03-01,2021-03-31,9a8e6a0a-4913-b84b-e426-8fdaeb54a427-C,,1173,department-of-defense,CONT_AWD_FA862020F4807_9700_FA862016G3027_9700
94728766,70T05020F2NOSO005,VFC,27293932.0,,TRANSPORTATION SECURITY ADMINISTRATION (TSA) TRANSPORTATION SECURITY OFFICER (TSO) UNIFORMS AND HONOR GUARD EQUIPMENT,DELIVERY ORDER,"['9', 'Q']",,,,,Department of Homeland Security,Transportation Security Administration,2020-02-22,2021-02-21,0b1509ce-560e-9b08-5f87-2c52a8cdfba5-C,,766,department-of-homeland-security,CONT_AWD_70T05020F2NOSO005_7013_HSBP1014D00034_7014
111753666,SPE2D120F0431,BD,76219560.0,,"8507590920!TEST KIT,CORONAVIRU",DELIVERY ORDER,['Q'],,,,,Department of Defense,Defense Logistics Agency,2020-08-14,2020-09-17,7213b3f2-5576-0719-7342-f9e9ce22dab6-C,,1173,department-of-defense,CONT_AWD_SPE2D120F0431_9700_SPE2DE20D0023_9700
116069747,HT003820F0019,LDOS,37152375.0,,DEPLOYMENT SERVICES REQUIRED TO DEPLOY MHS GENESIS TO MILITARY TREATMENT FACILITIES PRIMARILY LOCATED IN TEXAS.,DELIVERY ORDER,['Q'],,,,,Department of Defense,Defense Health Agency,2020-10-01,2023-12-30,5ddb264f-234b-872c-2571-4731fde123c6-C,,1173.0,department-of-defense,CONT_AWD_HT003820F0019_9700_N0003915D0044_9700
110122541,N0003020C0003,GD,163807004.1,,COST NO FEE CLIN ON US01 CONTRACT.,DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Department of the Navy,2020-06-10,2024-11-29,09f25d0c-0e54-1095-0191-a9797ddbaf68-C,,1173,department-of-defense,CONT_AWD_N0003020C0003_9700_-NONE-_-NONE-
116419241,FA248720F4309,INTU,48527782.98,1176878.54,GEOSPATIAL INTELLIGENCE (GEOINT) UNIFIED NAVAL STREAMING SYSTEM (GUNSS),DELIVERY ORDER,"['N', 'Q']",-6238073.07,0.0,,,Department of Defense,Department of the Air Force,2020-09-21,2024-09-24,47f4f1d7-8101-2ec0-c3e8-3841ec247ed6-C,,1173,department-of-defense,CONT_AWD_FA248720F4309_9700_FA248718D4300_9700
126552071,N0001921F0191,RR,154583623.95,,"PROCURE PM, SITE SUPPORT, FLIGHT HOURS, AND REPAIR OF LOW POWER REMOVALS",DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Navy,2020-12-01,2022-02-28,ae61fda0-8744-9361-a177-0ffcabb70c2e-C,,1173,department-of-defense,CONT_AWD_N0001921F0191_9700_N0001920D0004_9700
111349381,FA852620F0018,BA,62996447.01,,COVID-19 DPA3 F117 ENGINE DEPOT STOCK,DELIVERY ORDER,,,,,,Department of Defense,Department of the Air Force,2020-07-29,2024-06-24,2bf5d203-604f-4c6c-7c7b-4ad81a350613-C,,1173,department-of-defense,CONT_AWD_FA852620F0018_9700_FA852612D0001_9700
93941440,1333LB20F00000046,ACN,34323401.62,2617950.37,NEW TASK ORDER FOR DIGITAL WEB SERVICES HYBRID FFP AND T&M,DELIVERY ORDER,['Q'],,,,,Department of Commerce,U.S. Census Bureau,2020-01-06,2021-09-07,d41a6b8a-9d6a-0d28-7e24-989e31731aad-C,,183,department-of-commerce,CONT_AWD_1333LB20F00000046_1323_GS35F540GA_4732
110068888,FA460020F0052,CACI,44830120.41,5749067.79,C2EIS,DELIVERY ORDER,"['N', 'Q']",801552.28,0.0,,,Department of Defense,Department of the Air Force,2020-06-05,2025-06-28,28eee911-76af-7147-f760-4ec5f90bec2d-C,,1173,department-of-defense,CONT_AWD_FA460020F0052_9700_FA872319D0001_9700
128958873,N0001921C0020,LMT,7965812076.5,,FY21-23 GLOBAL F-35 AIR SYSTEM SUSTAINMENT,DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Department of the Navy,2020-12-31,2027-12-30,6cf5fb1b-4988-d087-5dc1-70939d8fc6c4-C,,1173,department-of-defense,CONT_AWD_N0001921C0020_9700_-NONE-_-NONE-
100885825,W52P1J20C0014,LHX,253414853.83,11763255.04,MET SUSTAINMENT SUPPORT UCA,DEFINITIVE CONTRACT,"['N', 'Q']",10278140.9,1417442.03,,,Department of Defense,Department of the Army,2020-04-21,2027-04-21,8cdf9a30-6987-41a0-fdc4-f48e1b88b1bf-C,,1173,department-of-defense,CONT_AWD_W52P1J20C0014_9700_-NONE-_-NONE-
111967279,FA520520C0009,NIPPO,32728236.94,,"PROJECT NO. 1058046, REPAIR MILITARY FAMILY HOUSING (MFH), TOWER 116, MISAWA AIR BASE, JAPAN",DEFINITIVE CONTRACT,,,,,,Department of Defense,Department of the Air Force,2020-08-20,2023-03-31,de27a2e5-6885-644c-5ef1-c2e2d82ada11-C,,1173,department-of-defense,CONT_AWD_FA520520C0009_9700_-NONE-_-NONE-
111271747,FA821420F0082,NOC,36098833.33,1957814.23,GROUND SUBSYSTEM SUPPORT CONTRACT (GSSC) - GENERAL SUSTAINMENT,DELIVERY ORDER,"['N', 'Q']",-558384.33,1957814.23,,,Department of Defense,Department of the Air Force,2020-08-01,2020-08-01,20e2511b-72bb-ef09-f739-ac4bc059bafb-C,,1173,department-of-defense,CONT_AWD_FA821420F0082_9700_FA821415D0001_9700
97697629,W15P7T20F0105,GD,27929880.0,,PROCURE V1 ED3 B KIT WITH GFM GB GRAM,DELIVERY ORDER,,,,,,Department of Defense,Department of the Army,2020-02-28,2021-03-04,fc6c95c4-c4df-e1d8-e534-7c27ff6bbe87-C,,1173,department-of-defense,CONT_AWD_W15P7T20F0105_9700_W15P7T18D0008_9700
95639561,89303020FIM000045,ACN,47371897.06,43548780.84,PROVIDE IT SERVICES,BPA CALL,"['N', 'Q']",5644076.65,5640954.01,,,Department of Energy,Department of Energy,2020-03-13,2024-09-15,d41a6b8a-9d6a-0d28-7e24-989e31731aad-C,,930.0,department-of-energy,CONT_AWD_89303020FIM000045_8900_89303019AIM000005_8900
96856471,89303020FIM000051,ACN,98589403.81,78650346.83,"CBOSS BPA TASK ORDER FOR IM-30 CYBERSECURITY STRATEGY,POLICY, OPERATIONS, ENGINEERING, AND PROGRAM MANAGEMENT FOR THE U.S. DEPARTMENT OF ENERGY (DOE) OFFICE OF CHIEF INFORMATION OFFICER (OCIO/IM-30)",BPA CALL,['Q'],,,,,Department of Energy,Department of Energy,2020-04-29,2024-04-28,d41a6b8a-9d6a-0d28-7e24-989e31731aad-C,,930,department-of-energy,CONT_AWD_89303020FIM000051_8900_89303019AIM000005_8900
